   lon          lat            geox            geoy        i     j     g 
   194.01913    64.739767       -567350.0       1693350.0     2    23   464 
   194.02120    64.739928       -567250.0       1693350.0     3    23   465 
   194.02326    64.740089       -567150.0       1693350.0     4    23   466 
   194.02533    64.740250       -567050.0       1693350.0     5    23   467 
   194.02740    64.740410       -566950.0       1693350.0     6    23   468 
   194.02946    64.740571       -566850.0       1693350.0     7    23   469 
   194.03153    64.740732       -566750.0       1693350.0     8    23   470 
   194.03360    64.740893       -566650.0       1693350.0     9    23   471 
   194.03566    64.741053       -566550.0       1693350.0    10    23   472 
   194.03773    64.741214       -566450.0       1693350.0    11    23   473 
   194.03979    64.741375       -566350.0       1693350.0    12    23   474 
   194.04186    64.741535       -566250.0       1693350.0    13    23   475 
   194.04393    64.741696       -566150.0       1693350.0    14    23   476 
   194.04599    64.741856       -566050.0       1693350.0    15    23   477 
   194.04806    64.742017       -565950.0       1693350.0    16    23   478 
   194.05013    64.742177       -565850.0       1693350.0    17    23   479 
   194.05219    64.742338       -565750.0       1693350.0    18    23   480 
   194.05426    64.742498       -565650.0       1693350.0    19    23   481 
   194.05633    64.742658       -565550.0       1693350.0    20    23   482 
   194.05839    64.742819       -565450.0       1693350.0    21    23   483 
   194.01669    64.740488       -567450.0       1693450.0     1    24   484 
   194.01875    64.740649       -567350.0       1693450.0     2    24   485 
   194.02082    64.740810       -567250.0       1693450.0     3    24   486 
   194.02289    64.740971       -567150.0       1693450.0     4    24   487 
   194.02495    64.741132       -567050.0       1693450.0     5    24   488 
   194.02702    64.741292       -566950.0       1693450.0     6    24   489 
   194.02909    64.741453       -566850.0       1693450.0     7    24   490 
   194.03115    64.741614       -566750.0       1693450.0     8    24   491 
   194.03322    64.741775       -566650.0       1693450.0     9    24   492 
   194.03529    64.741935       -566550.0       1693450.0    10    24   493 
   194.03735    64.742096       -566450.0       1693450.0    11    24   494 
   194.03942    64.742257       -566350.0       1693450.0    12    24   495 
   194.04148    64.742417       -566250.0       1693450.0    13    24   496 
   194.04355    64.742578       -566150.0       1693450.0    14    24   497 
   194.04562    64.742738       -566050.0       1693450.0    15    24   498 
   194.04768    64.742899       -565950.0       1693450.0    16    24   499 
   194.04975    64.743059       -565850.0       1693450.0    17    24   500 
   194.05182    64.743220       -565750.0       1693450.0    18    24   501 
   194.05388    64.743380       -565650.0       1693450.0    19    24   502 
   194.05595    64.743540       -565550.0       1693450.0    20    24   503 
   194.05802    64.743701       -565450.0       1693450.0    21    24   504 
   194.01631    64.741370       -567450.0       1693550.0     1    25   505 
   194.01838    64.741531       -567350.0       1693550.0     2    25   506 
   194.02044    64.741692       -567250.0       1693550.0     3    25   507 
   194.02251    64.741853       -567150.0       1693550.0     4    25   508 
   194.02458    64.742014       -567050.0       1693550.0     5    25   509 
   194.02664    64.742175       -566950.0       1693550.0     6    25   510 
   194.02871    64.742335       -566850.0       1693550.0     7    25   511 
   194.03078    64.742496       -566750.0       1693550.0     8    25   512 
   194.03284    64.742657       -566650.0       1693550.0     9    25   513 
   194.03491    64.742817       -566550.0       1693550.0    10    25   514 
   194.03698    64.742978       -566450.0       1693550.0    11    25   515 
   194.03904    64.743139       -566350.0       1693550.0    12    25   516 
   194.04111    64.743299       -566250.0       1693550.0    13    25   517 
   194.04318    64.743460       -566150.0       1693550.0    14    25   518 
   194.04524    64.743620       -566050.0       1693550.0    15    25   519 
   194.04731    64.743781       -565950.0       1693550.0    16    25   520 
   194.04938    64.743941       -565850.0       1693550.0    17    25   521 
   194.05144    64.744102       -565750.0       1693550.0    18    25   522 
   194.05351    64.744262       -565650.0       1693550.0    19    25   523 
   194.05558    64.744423       -565550.0       1693550.0    20    25   524 
   194.05764    64.744583       -565450.0       1693550.0    21    25   525 
   194.01593    64.742252       -567450.0       1693650.0     1    26   526 
   194.01800    64.742413       -567350.0       1693650.0     2    26   527 
   194.02007    64.742574       -567250.0       1693650.0     3    26   528 
   194.02213    64.742735       -567150.0       1693650.0     4    26   529 
   194.02420    64.742896       -567050.0       1693650.0     5    26   530 
   194.02627    64.743057       -566950.0       1693650.0     6    26   531 
   194.02833    64.743217       -566850.0       1693650.0     7    26   532 
   194.03040    64.743378       -566750.0       1693650.0     8    26   533 
   194.03247    64.743539       -566650.0       1693650.0     9    26   534 
   194.03453    64.743699       -566550.0       1693650.0    10    26   535 
   194.03660    64.743860       -566450.0       1693650.0    11    26   536 
   194.03867    64.744021       -566350.0       1693650.0    12    26   537 
   194.04073    64.744181       -566250.0       1693650.0    13    26   538 
   194.04280    64.744342       -566150.0       1693650.0    14    26   539 
   194.04487    64.744502       -566050.0       1693650.0    15    26   540 
   194.04693    64.744663       -565950.0       1693650.0    16    26   541 
   194.04900    64.744823       -565850.0       1693650.0    17    26   542 
   194.05107    64.744984       -565750.0       1693650.0    18    26   543 
   194.05313    64.745144       -565650.0       1693650.0    19    26   544 
   194.05520    64.745305       -565550.0       1693650.0    20    26   545 
   194.05727    64.745465       -565450.0       1693650.0    21    26   546 
   194.01556    64.743134       -567450.0       1693750.0     1    27   547 
   194.01762    64.743295       -567350.0       1693750.0     2    27   548 
   194.01969    64.743456       -567250.0       1693750.0     3    27   549 
   194.02176    64.743617       -567150.0       1693750.0     4    27   550 
   194.02382    64.743778       -567050.0       1693750.0     5    27   551 
   194.02589    64.743939       -566950.0       1693750.0     6    27   552 
   194.02796    64.744099       -566850.0       1693750.0     7    27   553 
   194.03002    64.744260       -566750.0       1693750.0     8    27   554 
   194.03209    64.744421       -566650.0       1693750.0     9    27   555 
   194.03416    64.744581       -566550.0       1693750.0    10    27   556 
   194.03622    64.744742       -566450.0       1693750.0    11    27   557 
   194.03829    64.744903       -566350.0       1693750.0    12    27   558 
   194.04036    64.745063       -566250.0       1693750.0    13    27   559 
   194.04242    64.745224       -566150.0       1693750.0    14    27   560 
   194.04449    64.745384       -566050.0       1693750.0    15    27   561 
   194.04656    64.745545       -565950.0       1693750.0    16    27   562 
   194.04862    64.745705       -565850.0       1693750.0    17    27   563 
   194.05069    64.745866       -565750.0       1693750.0    18    27   564 
   194.05276    64.746026       -565650.0       1693750.0    19    27   565 
   194.05482    64.746187       -565550.0       1693750.0    20    27   566 
   194.05689    64.746347       -565450.0       1693750.0    21    27   567 
   194.01518    64.744016       -567450.0       1693850.0     1    28   568 
   194.01725    64.744177       -567350.0       1693850.0     2    28   569 
   194.01931    64.744338       -567250.0       1693850.0     3    28   570 
   194.02138    64.744499       -567150.0       1693850.0     4    28   571 
   194.02345    64.744660       -567050.0       1693850.0     5    28   572 
   194.02551    64.744821       -566950.0       1693850.0     6    28   573 
   194.02758    64.744981       -566850.0       1693850.0     7    28   574 
   194.02965    64.745142       -566750.0       1693850.0     8    28   575 
   194.03171    64.745303       -566650.0       1693850.0     9    28   576 
   194.03378    64.745463       -566550.0       1693850.0    10    28   577 
   194.03585    64.745624       -566450.0       1693850.0    11    28   578 
   194.03791    64.745785       -566350.0       1693850.0    12    28   579 
   194.03998    64.745945       -566250.0       1693850.0    13    28   580 
   194.04205    64.746106       -566150.0       1693850.0    14    28   581 
   194.04411    64.746266       -566050.0       1693850.0    15    28   582 
   194.04618    64.746427       -565950.0       1693850.0    16    28   583 
   194.04825    64.746588       -565850.0       1693850.0    17    28   584 
   194.05031    64.746748       -565750.0       1693850.0    18    28   585 
   194.05238    64.746908       -565650.0       1693850.0    19    28   586 
   194.05445    64.747069       -565550.0       1693850.0    20    28   587 
   194.05651    64.747229       -565450.0       1693850.0    21    28   588 
   194.01480    64.744898       -567450.0       1693950.0     1    29   589 
   194.01687    64.745059       -567350.0       1693950.0     2    29   590 
   194.01894    64.745220       -567250.0       1693950.0     3    29   591 
   194.02100    64.745381       -567150.0       1693950.0     4    29   592 
   194.02307    64.745542       -567050.0       1693950.0     5    29   593 
   194.02514    64.745703       -566950.0       1693950.0     6    29   594 
   194.02720    64.745863       -566850.0       1693950.0     7    29   595 
   194.02927    64.746024       -566750.0       1693950.0     8    29   596 
   194.03134    64.746185       -566650.0       1693950.0     9    29   597 
   194.03340    64.746346       -566550.0       1693950.0    10    29   598 
   194.03547    64.746506       -566450.0       1693950.0    11    29   599 
   194.03754    64.746667       -566350.0       1693950.0    12    29   600 
   194.03960    64.746827       -566250.0       1693950.0    13    29   601 
   194.04167    64.746988       -566150.0       1693950.0    14    29   602 
   194.04374    64.747149       -566050.0       1693950.0    15    29   603 
   194.04580    64.747309       -565950.0       1693950.0    16    29   604 
   194.04787    64.747470       -565850.0       1693950.0    17    29   605 
   194.04994    64.747630       -565750.0       1693950.0    18    29   606 
   194.05201    64.747791       -565650.0       1693950.0    19    29   607 
   194.05407    64.747951       -565550.0       1693950.0    20    29   608 
   194.05614    64.748111       -565450.0       1693950.0    21    29   609 
   194.01443    64.745780       -567450.0       1694050.0     1    30   610 
   194.01649    64.745941       -567350.0       1694050.0     2    30   611 
   194.01856    64.746102       -567250.0       1694050.0     3    30   612 
   194.02063    64.746263       -567150.0       1694050.0     4    30   613 
   194.02269    64.746424       -567050.0       1694050.0     5    30   614 
   194.02476    64.746585       -566950.0       1694050.0     6    30   615 
   194.02683    64.746745       -566850.0       1694050.0     7    30   616 
   194.02889    64.746906       -566750.0       1694050.0     8    30   617 
   194.03096    64.747067       -566650.0       1694050.0     9    30   618 
   194.03303    64.747228       -566550.0       1694050.0    10    30   619 
   194.03509    64.747388       -566450.0       1694050.0    11    30   620 
   194.03716    64.747549       -566350.0       1694050.0    12    30   621 
   194.03923    64.747709       -566250.0       1694050.0    13    30   622 
   194.04129    64.747870       -566150.0       1694050.0    14    30   623 
   194.04336    64.748031       -566050.0       1694050.0    15    30   624 
   194.04543    64.748191       -565950.0       1694050.0    16    30   625 
   194.04750    64.748352       -565850.0       1694050.0    17    30   626 
   194.04956    64.748512       -565750.0       1694050.0    18    30   627 
   194.05163    64.748673       -565650.0       1694050.0    19    30   628 
   194.05370    64.748833       -565550.0       1694050.0    20    30   629 
   194.05576    64.748993       -565450.0       1694050.0    21    30   630 
   194.01405    64.746662       -567450.0       1694150.0     1    31   631 
   194.01612    64.746823       -567350.0       1694150.0     2    31   632 
   194.01818    64.746984       -567250.0       1694150.0     3    31   633 
   194.02025    64.747145       -567150.0       1694150.0     4    31   634 
   194.02232    64.747306       -567050.0       1694150.0     5    31   635 
   194.02438    64.747467       -566950.0       1694150.0     6    31   636 
   194.02645    64.747627       -566850.0       1694150.0     7    31   637 
   194.02852    64.747788       -566750.0       1694150.0     8    31   638 
   194.03058    64.747949       -566650.0       1694150.0     9    31   639 
   194.03265    64.748110       -566550.0       1694150.0    10    31   640 
   194.03472    64.748270       -566450.0       1694150.0    11    31   641 
   194.03678    64.748431       -566350.0       1694150.0    12    31   642 
   194.03885    64.748592       -566250.0       1694150.0    13    31   643 
   194.04092    64.748752       -566150.0       1694150.0    14    31   644 
   194.04298    64.748913       -566050.0       1694150.0    15    31   645 
   194.04505    64.749073       -565950.0       1694150.0    16    31   646 
   194.04712    64.749234       -565850.0       1694150.0    17    31   647 
   194.04919    64.749394       -565750.0       1694150.0    18    31   648 
   194.05125    64.749555       -565650.0       1694150.0    19    31   649 
   194.05332    64.749715       -565550.0       1694150.0    20    31   650 
   194.05539    64.749876       -565450.0       1694150.0    21    31   651 
   194.01367    64.747544       -567450.0       1694250.0     1    32   652 
   194.01574    64.747705       -567350.0       1694250.0     2    32   653 
   194.01781    64.747866       -567250.0       1694250.0     3    32   654 
   194.01987    64.748027       -567150.0       1694250.0     4    32   655 
   194.02194    64.748188       -567050.0       1694250.0     5    32   656 
   194.02401    64.748349       -566950.0       1694250.0     6    32   657 
   194.02607    64.748509       -566850.0       1694250.0     7    32   658 
   194.02814    64.748670       -566750.0       1694250.0     8    32   659 
   194.03021    64.748831       -566650.0       1694250.0     9    32   660 
   194.03227    64.748992       -566550.0       1694250.0    10    32   661 
   194.03434    64.749152       -566450.0       1694250.0    11    32   662 
   194.03641    64.749313       -566350.0       1694250.0    12    32   663 
   194.03847    64.749474       -566250.0       1694250.0    13    32   664 
   194.04054    64.749634       -566150.0       1694250.0    14    32   665 
   194.04261    64.749795       -566050.0       1694250.0    15    32   666 
   194.04468    64.749955       -565950.0       1694250.0    16    32   667 
   194.04674    64.750116       -565850.0       1694250.0    17    32   668 
   194.04881    64.750276       -565750.0       1694250.0    18    32   669 
   194.05088    64.750437       -565650.0       1694250.0    19    32   670 
   194.05294    64.750597       -565550.0       1694250.0    20    32   671 
   194.05501    64.750758       -565450.0       1694250.0    21    32   672 
