   lon          lat            geox            geoy        i     j     g 
   196.28212    64.862331       -459050.0       1689350.0    35     7   419 
   196.28421    64.862461       -458950.0       1689350.0    36     7   420 
   196.28630    64.862592       -458850.0       1689350.0    37     7   421 
   196.28838    64.862723       -458750.0       1689350.0    38     7   422 
   196.29047    64.862853       -458650.0       1689350.0    39     7   423 
   196.29256    64.862984       -458550.0       1689350.0    40     7   424 
   196.29464    64.863115       -458450.0       1689350.0    41     7   425 
   196.29673    64.863245       -458350.0       1689350.0    42     7   426 
   196.29882    64.863376       -458250.0       1689350.0    43     7   427 
   196.30090    64.863506       -458150.0       1689350.0    44     7   428 
   196.30299    64.863637       -458050.0       1689350.0    45     7   429 
   196.30508    64.863767       -457950.0       1689350.0    46     7   430 
   196.30717    64.863898       -457850.0       1689350.0    47     7   431 
   196.30925    64.864028       -457750.0       1689350.0    48     7   432 
   196.31134    64.864158       -457650.0       1689350.0    49     7   433 
   196.31343    64.864289       -457550.0       1689350.0    50     7   434 
   196.31551    64.864419       -457450.0       1689350.0    51     7   435 
   196.31760    64.864549       -457350.0       1689350.0    52     7   436 
   196.31969    64.864680       -457250.0       1689350.0    53     7   437 
   196.32178    64.864810       -457150.0       1689350.0    54     7   438 
   196.32386    64.864940       -457050.0       1689350.0    55     7   439 
   196.32595    64.865070       -456950.0       1689350.0    56     7   440 
   196.32804    64.865200       -456850.0       1689350.0    57     7   441 
   196.33013    64.865330       -456750.0       1689350.0    58     7   442 
   196.33221    64.865461       -456650.0       1689350.0    59     7   443 
   196.33430    64.865591       -456550.0       1689350.0    60     7   444 
   196.33639    64.865721       -456450.0       1689350.0    61     7   445 
   196.33847    64.865851       -456350.0       1689350.0    62     7   446 
   196.34056    64.865981       -456250.0       1689350.0    63     7   447 
   196.34265    64.866111       -456150.0       1689350.0    64     7   448 
   196.21149    64.856982       -462450.0       1689250.0     1     8   449 
   196.21358    64.857114       -462350.0       1689250.0     2     8   450 
   196.21566    64.857245       -462250.0       1689250.0     3     8   451 
   196.21775    64.857377       -462150.0       1689250.0     4     8   452 
   196.21983    64.857509       -462050.0       1689250.0     5     8   453 
   196.22192    64.857640       -461950.0       1689250.0     6     8   454 
   196.22401    64.857772       -461850.0       1689250.0     7     8   455 
   196.22609    64.857903       -461750.0       1689250.0     8     8   456 
   196.22818    64.858035       -461650.0       1689250.0     9     8   457 
   196.23027    64.858166       -461550.0       1689250.0    10     8   458 
   196.23235    64.858298       -461450.0       1689250.0    11     8   459 
   196.23444    64.858429       -461350.0       1689250.0    12     8   460 
   196.23653    64.858560       -461250.0       1689250.0    13     8   461 
